customer_id,name,age,email,signup_date,order_amount,country,order_start,order_end
496,Khaled Nasser,29.0,khaled.nasser496@example.com,2024-07-10,647.4,Egypt,2024-08-04,2024-08-10
497,Tarek Ali,62.0,tarek.ali497@example.com,2023-04-22,349.44,UAE,2023-05-13,2023-05-19
498,Mohamed Hassan,62.0,mohamed.hassan498@example.com,2024-07-30,576.54,Jordan,2024-08-29,2024-09-04
499,Khaled Ali,34.0,khaled.ali499@example.com,2023-01-11,223.87,Egypt,2023-01-19,2023-01-23
500,Tarek Fathy,63.0,tarek.fathy500@example.com,2024-04-01,308.06,Saudi Arabia,2024-04-13,2024-04-21
305,Mona Sami,20.0,mona.sami305@example.com,2023-01-17,570.17,Saudi Arabia,2023-02-11,2023-02-13
341,Omar Ali,23.0,omar.ali341@example.com,2024-05-29,290.21,UAE,2024-06-16,2024-06-26
48,Omar Nasser,49.0,omar.nasser48@example.com,2024-07-23,656.37,Jordan,2024-07-27,2024-07-31
68,Dina Ibrahim,49.0,dina.ibrahim68@example.com,2024-03-16,377.4,UAE,2024-03-17,2024-03-22
480,Khaled Ali,47.0,khaled.ali480@example.com,2024-07-26,538.62,UAE,2024-08-13,2024-08-22
486,Khaled Adel,39.0,khaled.adel486@example.com,2024-09-27,429.58,Jordan,2024-10-22,2024-10-28
311,Tarek Kamal,66.0,tarek.kamal311@example.com,2023-09-17,794.71,Egypt,2023-10-11,2023-10-15
32,Mohamed Sami,58.0,mohamed.sami32@example.com,2024-06-24,235.54,Qatar,2024-07-07,2024-07-11
